Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2023/02/26,to-read,to-read (#193),to-read,,,,0,0
10569,On Writing: A Memoir of the Craft,Stephen  King,"King, Stephen",,"=""0743455967""","=""9780743455961""",4,4.34,Pocket Books,Mass Market Paperback,320,2002,2000,2021/12/31,2021/12/28,,,read,,,,1,0
6988014,Seven Days in the Art World,Sarah Thornton,"Thornton, Sarah",,"=""039333712X""","=""9780393337129""",0,3.61,W. W. Norton & Company,Paperback,320,2009,2008,,2023/02/23,to-read,to-read (#192),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",5,4.41,Random House,Kindle Edition,208,2016,2016,2023/02/10,2021/07/03,,,read,"<b>You can't ever reach perfection, but you can believe in an asymptote toward which you are ceaselessly striving.</b><br/><br/>""You could not help but feel your speck-like existence against the immensity of the mountain, the earth, the universe, and yet still feel your own two feet on the talis, reaffirming your presence against the grandeur.""<br/><br/>""There is a moment, a cusp, when the sum of gathered experience is worn down by the details of living. We are never so wise as when we live in this moment.""<br/><br/>""Because the brain mediates our experience of the world, any neurosurgical problem forces a patient and family, ideally with a doctor as a guide, to answer this question: <i><b>What makes life meaningful enough to go on living?</b></i>""<br/><br/>""That to study philosophy is to learn to die.""<br/><br/>""Lucy and I both felt that life wasn't about avoiding suffering. Years ago, it had occurred to me that Darwin and Nietzsche agreed on one thing: the defining characteristic of the organism is <i>striving</i>.""<br/><br/>""Yet now, I felt that to understand my own direct experiences, I would have to translate them back into language. Hemingway described his process in similar terms: 'Acquiring rich experiences, then retreating to cogitate, and write about them.'""<br/><br/>""All knowledge is scientific knowledge. Yet the paradox is that scientific methodology is the product of human hands, and thus cannot reach some permanent ruth.""<br/><br/>""Science may provide the most useful way to organize empirical, reproducible data—but its power to do so is predicated on its inability to grasp the most central aspects of human life. Hope. Fear. Love. Hate. Beauty. Envy. Honor. Weakness. Striving. Suffering. Virtue.""<br/><br/>""No system of thought can contain the fullness of human experience.""",,,1,0
45733318,What It Takes: Lessons in the Pursuit of Excellence,Stephen A. Schwarzman,"Schwarzman, Stephen A.",,"=""1508279144""","=""9781508279143""",0,4.13,Simon & Schuster Audio,Audio CD,400,2019,2019,,2023/02/07,to-read,to-read (#191),to-read,,,,0,0
62083783,Paper Belt on Fire: How Renegade Investors Sparked a Revolt Against the University,Michael Gibson,"Gibson, Michael",,"=""164177245X""","=""9781641772457""",0,3.90,Encounter Books,Hardcover,400,2022,,,2023/02/06,to-read,to-read (#190),to-read,,,,0,0
5306,Travels with Charley: In Search of America,John Steinbeck,"Steinbeck, John",,"=""0142000701""","=""9780142000700""",3,4.08,Penguin,Paperback,214,2002,1961,2022/09/21,2022/09/16,,,read,"Very full of heart, lots of beautiful writing. Unfortunately not much that stuck with me (looking back two months later)...not as powerful, gritty, or heart-wrenching as most of his other work. Still tackled a lot of important questions about human existence and our mundane little day-to-day-lives though.",,,1,0
9151181,Onward: How Starbucks Fought for Its Life without Losing Its Soul,Howard Schultz,"Schultz, Howard",Joanne Gordon,"=""1605292885""","=""9781605292885""",3,3.86,Rodale Books,Hardcover,350,2011,2007,2023/01/29,2021/05/13,,,read,"<b>""The world belongs to the few people who are not afraid to get their hands dirty.""</b><br/><br/>Schultz is clearly a charismatic businessman, built for running companies—but the book was still full of much more corporate-speak and Wall Street than expected. Everything is cleaned up and packaged nicely in smooth business fashion, with obstacles being glossed over and analyzed from the always all-knowing lens of hindsight. Schultz never truly admits to any of Starbucks' failures and, of course, tries to sell off the company's corporate greed as social responsibility, but that's just what's to be expected from business I guess. The book was far too long and hard to get through. But Schultz is still a very good leader who gave very inspiring and valuable secrets to leadership in this book, echoing what other CEOs have also said in theirs. <br/><br/><i>""Belief in ourselves, and in what is right, catapults us over hurdles, and our lives unfold.""</i><br/><br/><i>""A well-built brand is the culmination of intangibles that do not directly flow to the revenue, or the profitability of a company, but contribute to its texture.""</i><br/><br/><i>""The question is always: How do you keep things in balance?"" Fiscal responsibility, and benevolence. Shareholder value, and social conscience. Profit, and humanity.</i><br/><br/><i>""It's going to be lonely in the rain for a while, but you can make it.""</i><br/><br/><i>""Icons disrupt themselves before others disrupt them.""</i><br/><br/><i>""Enduring icons are willing to sacrifice near-term popularity for long-term relevance.""</i><br/><br/><i>""Ensuring that communication is narrow, clear, and repetitive to set expectations wins people's trust.""</i><br/><br/><i>""When did we stop hearing our own music?""</i><br/><br/><i>""I always trust my antennae to recognize people whose skill, knowledge, passion, and loyalty will align to serve Starbucks well, even if the person's resume might imply otherwise.""</i><br/><br/><i>""Any company, when faced with adversity, would be tempted to go forward with an idea that promises to quickly erase pain. <br/><br/>But in business, as in life, people have to stay true to their guiding principles—to their cores.""</i>",,,1,0
153747,"Moby-Dick or, The Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk","=""0142437247""","=""9780142437247""",0,3.57,Penguin Classics ,Paperback,720,2003,1851,,2022/03/05,"to-read, tr-hopefully-soon","to-read (#151), tr-hopefully-soon (#22)",to-read,,,,0,0
17801,Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,"Murakami, Haruki","Alfred Birnbaum, Philip Gabriel","=""""","=""""",0,3.91,Vintage,Paperback,309,2003,1997,,2020/12/23,"to-read, tr-hopefully-soon","to-read (#10), tr-hopefully-soon (#21)",to-read,,,,0,0
261240,The Cask of Amontillado,Edgar Allan Poe,"Poe, Edgar Allan",,"=""1594561869""","=""9781594561863""",2,4.07,BookSurge,Paperback,24,2009,1846,,2023/01/26,,,read,,,,1,0
39933,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,"Foster, Thomas C.",,"=""006000942X""","=""9780060009427""",0,3.58,Harper Perennial,Paperback,314,2003,2003,,2023/01/21,to-read,to-read (#189),to-read,,,,0,0
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.13,Princeton University Press,Paperback,416,1972,1949,,2023/01/21,to-read,to-read (#188),to-read,,,,0,0
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""""","=""""",0,4.05,Touchstone,Paperback,243,1998,1985,,2023/01/21,to-read,to-read (#187),to-read,,,,0,0
6678,"Going Solo (Roald Dahl's Autobiography, #2)",Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311428""","=""9780141311425""",5,4.06,Puffin,Paperback,209,2001,1986,2022/05/18,2021/03/14,favorites,favorites (#18),read,,,,1,0
22026,"The Sicilian (The Godfather, #2)",Mario Puzo,"Puzo, Mario",,"=""0345441702""","=""9780345441706""",0,4.04,Ballantine Books,Mass Market Paperback,416,2001,1984,,2023/01/19,to-read,to-read (#186),to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",5,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2020/12/23,favorites,favorites (#16),read,,,,1,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.00,Flatiron Books,Hardcover,461,2019,2019,,2023/01/13,to-read,to-read (#185),to-read,,,,0,0
68428,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.49,Tor Books,Hardcover,541,2006,2006,,2023/01/13,to-read,to-read (#184),to-read,,,,0,0
129972,"Mrs. Bridge (Mrs and Mr Bridge, #1)",Evan S. Connell,"Connell, Evan S.",,"=""0865470561""","=""9780865470569""",0,4.06,North Point Press,Paperback,246,1981,1959,,2023/01/09,to-read,to-read (#183),to-read,,,,0,0
53003,Our Lady of the Flowers,Jean Genet,"Genet, Jean","Jean-Paul Sartre, Bernard Frechtman","=""1596541369""","=""9781596541368""",0,4.01,Olympiapress.com,Paperback,216,2004,1943,,2023/01/09,to-read,to-read (#182),to-read,,,,0,0
10614,Misery,Stephen  King,"King, Stephen",,"=""0450417395""","=""9780450417399""",4,4.23,New English Library,Paperback,370,1992,1987,2023/01/07,2022/01/23,,,read,"<i> Yes, the work. The pride in your work. The worth of the work itself. All those things faded away into the magic lantern shades they really were when the pain got bad enough. <br/><br/>A brave man could think. A coward couldn't. <br/><br/>But in spite of the reputed fragility of the creative act, it had always been the single toughest thing, the most abiding thing in his life. Nothing had ever been able to pollute that crazy well of dreams. No drink, no drug, no pain. <br/><br/>It was never for you, Annie. Or all the other people out there who signed their letters ""Your #1 Fan."" The minute you start to write, all those people are at the other end of the galaxy or something. It was never for my ex-wives, or my mother, or my father. The reason authors almost always put a dedication on a book, Annie, is because their selfishness even horrifies themselves in the end. </i><br/><br/>This man is a creative psychopathic genius. How is it even possible for a human mind to come up with things like this. This book is crazy, man... the scope. Very strangely autobiographical too.<br/><br/>Stephen King is definitely lucky that he is a good writer, otherwise he would be a high-security psychiatric ward patient.",,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",4,3.92,HarperOne,Paperback,182,2014,1988,2022/09/02,2021/07/01,,,read,"Very inspiring (which I guess is the whole point). Big dreams, ""personal legend,"" law of manifestation... whimsical and full of love, matter-of-fact existence, & the scent of magic.<br/><br/>But also very cheesy too :' )",,,1,0
61965263,Quantum Supremacy,Michio Kaku,"Kaku, Michio",,"=""0385548362""","=""9780385548366""",0,3.77,Doubleday,Hardcover,352,2023,2023,,2023/01/08,"to-read, tr-hopefully-soon","to-read (#181), tr-hopefully-soon (#18)",to-read,,,,0,0
16163264,Fear: Essential Wisdom for Getting Through the Storm,Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""""","=""""",0,4.16,HarperOne,Kindle Edition,181,2012,2012,,2022/08/31,"to-read, tr-hopefully-soon, interesting","to-read (#170), tr-hopefully-soon (#15), interesting (#4)",to-read,,,,0,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",4,3.59,Heinemann ed,Hardcover,144,1994,1949,2022/09/04,2022/05/29,,,read,"Very real, raw, gritty tale of a tangle of human emotions. Perhaps a level of hotheaded-ness and conflict that was dramatized for effect (well, duh, it's a play) but nonetheless it has its roots in reality.",,,1,0
